N,Year,Grand Prix,Grid,N°,Chassis,Engine,Tyre,Lap,Retirement
3,2023,USA,10,81,McLaren MCL60,Mercedes V6 t h,Pirelli,10,Overheating
2,2023,Belgium,5,81,McLaren MCL60,Mercedes V6 t h,Pirelli,0,Collision
1,2023,Bahrain,18,81,McLaren MCL60,Mercedes V6 t h,Pirelli,13,Electronics
,,,,, , ,,,
